10
24
12	16
6	3
14	22
20	16
18	11
15	21
11	3
5	11
25	6
20	0
4	19
12	8
0	25
11	19
26	2
6	11
7	13
15	21
8	24
11	15
8	26
9	8
2	3
20	17
44
10	1
21	27
27	7
15	24
11	27
22	12
17	6
9	7
24	10
16	28
11	17
3	7
33	19
10	3
21	18
20	5
19	8
33	13
15	22
3	0
23	25
20	7
5	30
14	29
14	4
31	26
30	8
7	29
28	18
32	23
2	18
3	30
0	10
17	15
32	20
15	22
19	10
3	24
6	25
28	30
25	28
26	0
2	29
2	20
56
2	11
8	6
4	21
12	19
19	0
11	6
16	6
8	2
13	21
0	20
22	13
10	5
8	12
1	5
18	9
8	14
21	10
21	19
3	10
15	22
5	20
22	21
3	1
17	16
16	11
14	10
2	18
15	10
7	17
16	19
20	18
10	18
22	8
8	2
19	18
18	1
15	17
16	19
12	11
6	22
20	16
1	15
2	6
16	13
16	12
11	5
0	4
2	3
7	21
21	19
16	7
8	10
20	15
4	20
14	1
7	10
52
24	16
16	10
12	15
18	19
5	0
26	0
8	23
17	28
12	21
0	25
28	5
5	10
27	23
18	2
3	10
27	6
29	1
21	9
20	18
9	8
18	10
23	27
0	6
19	22
1	17
27	29
27	16
22	7
11	25
18	8
14	15
6	5
16	28
14	28
8	23
28	27
25	22
24	25
20	5
17	13
22	7
12	11
23	4
19	4
21	29
5	27
14	11
2	22
1	16
12	10
2	29
27	24
60
3	24
21	29
13	25
8	32
14	8
10	18
29	18
2	16
23	12
3	22
7	5
31	5
17	13
32	26
26	3
0	27
27	22
23	5
12	30
4	26
5	14
10	32
32	10
15	20
22	17
9	30
20	5
0	4
19	0
28	10
3	29
2	28
16	26
0	28
21	5
20	26
17	30
23	17
7	4
2	28
21	10
25	6
13	23
10	30
21	5
5	22
1	8
17	15
1	16
11	22
21	29
13	3
26	1
18	31
5	21
26	24
31	16
30	9
5	7
26	11
56
21	20
18	15
8	12
13	19
9	20
19	13
0	21
9	7
2	6
1	3
2	4
20	1
9	4
19	12
13	7
4	12
6	20
3	14
11	16
10	18
12	7
7	10
6	17
18	7
21	17
10	2
21	8
3	9
12	20
21	3
5	1
14	9
21	17
2	8
10	5
20	17
10	9
0	5
3	7
3	20
15	5
17	1
6	4
12	2
1	13
7	2
3	15
0	19
15	8
7	3
11	5
20	0
12	18
3	13
1	6
11	16
104
10	13
21	28
11	24
3	18
4	10
8	20
20	28
16	7
4	27
9	14
27	17
27	4
10	0
26	28
4	11
27	6
16	19
26	20
6	0
9	11
10	9
2	1
8	18
0	12
9	2
18	7
19	16
11	0
9	1
20	5
12	18
11	20
9	8
11	7
0	12
18	3
21	4
0	2
26	4
11	28
23	11
18	2
14	10
11	7
2	8
11	12
19	3
21	19
14	21
20	27
10	23
19	23
19	12
26	8
16	0
7	2
3	17
5	18
28	8
25	22
17	8
5	28
11	19
11	25
11	2
15	21
17	6
8	28
18	5
8	26
26	15
21	1
4	26
19	24
26	7
17	6
15	14
27	18
4	9
7	15
3	22
0	20
28	8
19	9
5	27
28	2
14	20
24	10
9	6
5	6
14	5
21	28
3	25
4	10
11	7
3	27
24	3
9	25
0	24
24	6
15	19
16	24
26	13
23	3
68
21	15
4	19
6	2
17	0
6	1
9	8
11	20
0	14
3	12
8	12
11	0
16	19
11	18
12	21
9	8
20	1
1	15
7	3
9	1
3	4
11	5
15	8
22	1
5	12
9	12
17	9
5	14
14	17
3	12
20	6
9	21
7	4
7	8
1	11
4	15
15	3
2	17
3	22
9	12
5	20
15	10
11	1
21	9
13	18
15	17
11	16
15	18
18	17
6	22
21	16
14	19
18	2
16	15
19	21
1	16
13	6
5	14
4	8
22	0
17	10
11	10
2	0
22	19
7	22
12	17
7	2
6	10
18	21
128
10	20
11	18
9	3
4	8
1	6
14	2
8	20
3	20
1	10
15	13
20	14
6	2
15	21
17	18
12	7
13	0
6	0
19	15
4	21
1	5
3	13
6	11
9	7
7	9
15	0
0	13
14	5
14	5
4	9
21	15
15	12
13	21
13	8
12	15
7	12
18	8
3	2
17	13
8	3
0	1
1	20
13	14
1	5
19	6
12	19
19	5
7	10
2	18
19	15
11	2
3	8
9	4
8	4
17	14
7	15
16	9
12	7
21	11
10	18
15	0
13	12
6	21
1	8
15	18
21	5
20	2
11	7
7	19
10	0
12	17
14	4
2	9
1	13
19	18
7	19
9	17
1	6
18	8
0	12
7	3
9	8
14	13
9	2
11	19
20	3
21	20
3	8
20	15
3	14
20	21
21	15
0	6
10	8
4	0
14	7
9	0
19	2
13	4
4	2
2	0
4	1
19	5
8	17
20	11
7	18
8	6
12	9
10	20
15	14
20	7
19	8
5	14
8	18
19	12
19	21
11	21
20	8
4	6
1	16
8	17
2	14
7	9
3	1
15	2
8	13
8	14
5	16
8	0
60
13	31
30	16
25	13
26	20
16	8
2	3
25	13
7	0
24	32
33	31
16	6
24	20
22	16
12	22
22	25
30	10
30	26
26	22
13	26
8	3
1	11
7	0
32	22
0	30
28	8
27	11
22	26
31	10
8	18
6	30
9	10
6	5
3	32
27	24
25	10
28	0
29	9
8	27
31	16
31	33
24	32
10	12
24	16
30	32
0	11
29	9
21	9
22	32
8	24
23	7
0	25
15	29
0	23
30	31
5	1
30	4
33	15
24	31
29	22
31	14
