10
75
6	20
47	24
80	7
31	8
8	82
34	32
68	35
23	60
84	76
28	59
61	63
34	10
19	24
84	39
14	9
53	21
71	15
45	66
65	33
31	30
31	65
62	56
57	0
73	14
33	16
30	51
79	65
61	55
4	60
10	60
26	20
81	54
35	42
77	57
32	23
2	63
45	64
76	18
21	64
32	54
80	19
21	32
84	82
2	45
15	12
21	83
32	17
53	25
16	45
82	49
26	42
69	71
21	18
46	0
82	35
54	35
55	32
67	54
72	69
15	2
39	36
0	28
10	69
56	50
75	82
7	59
25	70
77	29
70	32
64	82
67	76
29	6
46	16
32	18
60	71
110
49	69
7	44
39	45
59	17
4	34
84	40
61	60
55	2
41	53
54	81
73	40
1	0
29	43
72	28
45	72
31	8
47	30
45	79
76	18
10	80
53	8
26	20
61	81
22	16
41	69
4	28
23	5
28	52
48	6
80	8
70	17
8	23
48	53
16	30
64	27
16	31
27	35
43	2
30	57
11	63
40	15
5	63
12	25
22	53
31	8
53	15
26	61
39	66
21	55
2	85
82	18
22	16
53	65
18	76
28	21
53	69
28	51
38	41
76	52
8	22
61	29
79	28
60	59
41	30
53	40
18	71
54	34
31	25
45	21
54	58
66	37
1	31
67	34
14	34
42	28
9	57
80	29
32	53
71	54
12	17
64	83
72	13
20	3
50	33
57	22
6	0
15	37
68	49
43	8
83	71
17	84
35	11
28	59
56	5
27	68
14	5
57	78
10	70
82	52
17	45
75	15
46	4
53	20
46	2
28	43
74	37
42	15
40	62
74	2
59	7
80
12	37
4	41
73	70
67	35
21	0
66	47
9	35
59	73
14	57
22	68
60	50
33	24
54	23
32	3
14	18
43	26
56	25
45	55
73	39
68	20
17	61
46	4
0	31
3	14
67	4
60	53
32	19
56	13
20	14
68	34
33	15
39	67
40	62
26	17
27	21
38	23
60	10
27	60
19	9
53	12
13	17
44	23
37	26
36	57
40	31
70	51
24	35
22	65
1	49
8	7
48	24
30	34
34	35
72	32
22	29
44	13
47	14
37	62
18	73
23	59
8	19
14	33
32	37
2	34
64	62
41	38
13	49
50	25
10	26
35	33
56	6
46	7
72	9
69	17
61	70
54	47
68	46
58	26
61	60
38	51
90
34	39
50	23
31	4
28	49
24	6
6	36
31	2
31	8
27	5
47	1
2	16
8	51
47	15
7	22
34	22
39	13
6	30
41	38
38	10
32	3
16	38
40	47
44	16
0	13
21	51
14	23
9	22
15	1
42	27
27	21
53	7
34	1
42	16
43	21
30	16
25	46
58	10
38	43
26	38
56	47
35	16
15	48
42	35
49	25
7	21
46	1
29	26
6	16
46	49
41	18
6	11
5	9
21	48
57	47
31	54
39	7
15	0
55	58
35	49
24	46
12	16
51	45
42	58
2	29
48	43
47	0
0	57
9	21
46	7
10	22
7	49
30	22
49	26
25	29
21	50
20	33
11	13
19	53
16	25
27	5
13	20
9	13
22	23
35	13
34	49
35	45
39	6
9	34
37	34
8	58
100
22	78
89	84
3	90
52	88
7	32
88	70
15	28
13	61
27	20
59	40
55	8
5	32
4	25
73	19
43	38
28	65
64	65
57	68
11	57
64	58
37	8
36	52
76	49
21	11
18	28
91	21
37	4
1	41
29	22
8	20
60	36
85	33
9	90
49	60
55	61
27	41
69	63
1	53
61	63
12	27
91	11
48	76
56	89
26	33
19	34
54	80
19	87
61	68
34	58
37	27
64	78
44	35
28	45
4	91
57	31
38	16
27	23
72	24
49	14
84	31
16	72
50	11
81	27
45	47
12	83
22	76
69	66
19	45
19	64
44	76
43	31
40	19
54	21
83	51
35	75
30	51
3	81
10	84
56	79
68	87
9	0
12	23
59	58
42	31
50	66
23	81
15	42
43	76
73	42
19	57
73	18
60	10
68	1
14	72
80	30
67	38
30	28
9	37
34	52
69	84
80
46	1
68	57
5	19
68	22
60	39
64	23
47	77
44	29
71	22
11	71
64	21
23	56
52	19
24	71
69	34
63	37
36	53
45	41
73	63
14	5
24	0
56	71
77	22
50	71
45	11
14	31
60	37
9	62
6	33
56	75
18	41
63	4
45	58
73	68
43	9
73	67
10	52
10	9
24	60
30	19
21	44
51	3
31	10
65	37
72	71
63	40
35	76
44	30
56	39
20	49
49	15
66	59
17	76
18	42
8	49
11	29
15	62
60	47
23	47
34	45
41	47
7	26
45	1
56	51
40	26
22	39
41	10
48	9
36	67
1	72
38	12
51	3
25	33
0	76
31	63
43	72
32	0
48	28
1	26
1	69
85
3	51
8	47
22	45
6	51
9	22
12	5
32	39
12	54
9	13
3	26
29	2
6	45
10	33
45	59
36	35
43	39
25	50
25	47
33	29
35	40
52	47
43	22
22	54
12	29
5	16
55	35
16	61
16	24
30	0
21	4
35	1
44	58
49	5
42	18
34	15
58	24
60	38
44	20
30	55
49	33
7	40
6	23
37	21
47	5
21	4
9	56
5	51
51	52
56	31
8	29
46	5
51	44
41	32
0	9
25	49
42	32
25	47
53	0
6	36
3	25
40	12
17	44
0	6
34	56
37	43
23	19
46	11
61	25
43	61
32	6
46	10
36	9
55	27
7	59
1	10
22	41
21	38
21	44
56	15
18	35
37	17
48	37
42	29
36	10
33	19
130
24	48
42	32
23	3
22	44
14	47
36	0
20	38
32	26
20	19
5	52
4	51
9	36
20	21
0	1
38	10
38	25
4	42
3	44
45	41
50	21
35	32
21	1
32	15
27	15
50	48
13	0
7	38
36	27
5	36
44	9
44	31
29	32
34	19
39	37
15	7
18	9
44	36
42	22
25	3
18	20
32	19
43	16
17	21
16	23
27	25
30	4
0	8
0	36
10	38
13	33
18	23
39	0
11	7
26	30
26	8
8	7
13	24
24	46
45	2
16	35
27	46
39	44
16	2
26	40
39	21
4	8
7	21
35	14
9	11
2	33
35	9
46	5
50	39
13	52
1	48
42	9
49	32
25	13
20	14
53	5
35	20
30	42
41	27
19	12
1	21
45	36
47	37
4	5
22	17
19	39
27	7
48	38
1	36
52	21
50	13
43	47
33	19
52	36
46	17
48	47
0	39
46	47
39	50
52	7
13	34
9	2
41	3
2	5
1	0
26	51
30	15
45	25
50	43
8	43
22	18
52	22
20	44
16	5
40	30
28	15
26	37
33	14
3	52
19	4
14	7
2	44
39	9
16	35
14	40
24	36
230
12	48
51	14
23	24
25	22
33	19
67	73
25	48
81	34
81	75
28	5
52	29
14	38
48	40
42	35
24	64
78	36
31	47
51	56
71	76
78	25
13	66
16	41
32	15
77	33
8	23
38	62
54	52
20	21
12	64
58	36
47	54
73	78
21	42
54	13
36	51
38	51
37	54
10	71
71	8
23	81
31	61
62	6
34	0
27	46
65	5
1	32
61	74
30	0
36	2
13	74
55	53
43	10
25	56
2	16
64	25
16	15
6	78
21	40
80	50
7	65
55	10
15	34
4	45
37	40
48	50
34	21
24	77
34	51
53	36
68	35
63	2
53	69
0	74
30	80
43	37
66	18
47	81
55	53
47	10
11	15
62	47
38	4
42	72
56	16
28	42
53	9
46	24
81	46
17	29
46	62
68	30
80	35
32	55
6	79
65	19
12	46
66	50
52	28
43	26
44	71
70	18
1	34
42	0
0	61
31	47
43	19
79	44
54	29
17	62
28	1
81	42
49	67
11	19
13	56
46	60
47	34
78	50
71	40
52	71
20	1
38	65
20	36
27	76
67	45
56	14
48	57
56	15
42	69
34	56
45	0
36	11
37	32
63	26
72	34
15	12
37	54
78	58
8	25
54	77
70	29
11	38
6	70
53	49
57	8
25	23
10	61
36	47
13	17
73	3
51	7
18	7
61	16
67	71
41	39
68	32
70	80
70	79
68	44
46	45
54	71
68	64
52	22
30	65
42	21
68	11
30	6
20	11
22	7
2	66
49	71
16	37
69	6
34	55
